"id","location_name","rate","member","review","date"
37,남이섬,"4.0",커플,"맑은날 더운날 추운날 언제가도 아름다움 평소 많이 찾는 관광지인데,
경기도 동부에서 춘천으로 국도를 통해 이동할 때 차가 밀리는 경우가 심심찮게 발생함.
이 곳에서 해마다 굵직한 행사가 열리는데 대표적으로 5월에 열리는 남이섬세계책나라축제와 나미콩쿠르가 있음
이 때 관광객이 많이 몰리기에 가평역에서 남이섬까지 걸어가도 좋다. 도보로 30분 정도 걸린다. 주차장이 인파를 다 수용하기 힘들기 때문에 인근 음식점들은 식사 시 주차 무료, 혹은 4000원에 발렛 주차를 해주기도 한다.

짚 와이어라는 새로운 이동수단이 생겼는데 80m의 높이의 타워에서 남이섬까지 1분 만에 주파하는 엄청난 이동수단임. 진짜재미있으니 비싸지만 타볼것!
이 짚 와이어는 남이섬 방향과 자라섬 방향이 있으며, 섬에서 선착장으로 돌아오는 방향은 없다.
","20170319"
38,남이섬,"4.0",친구,걸어다니면 여행하기 좋은곳 배를 타고 가는 순간부터 내려서 남이섬을 걸어다니면서 걷는 순간순간이 매력있는 곳입니다. 계절에 따라 날씨에 따라 다른 매력이 있어 언제 방문해도 좋은곳 입니다.,"20170306"
39,남이섬,"5.0",비지니스,"언제나 좋은 남이성 남이섬에 오면 언제 어디서나 사계절 물론 경관도 훌륭하지만 오롯이 그 섬의 분위기를 느낄 수 있는 곳.

남이섬의 짚와이어는 이런 역동성을 증가 시기는 놀이기구.

한번쯤 도전해볼만한 라이딩 시설. 좋아요.","20170217"
40,남이섬,"4.0",비지니스,"여행 남이섬안의 정관루 하루밤 지낼만 하더군요.. 텔레비전도 없고 모닝콜도 없고

새벽에 일어나 주변 호숫가를 거닐며 겨울철새들을 보는 재미도 좋았습니다..","20170216"
41,남이섬,"2.0",커플,굳이 다시 가지는 않을 관광지 가평 놀러갔다가 한번쯤 들를 만은 하지만 두번 다시 갈 필요는 없을 듯. 산책하기에 나쁘지는 않지만 딱히 볼 것도 없고 사람 바글바글하고.. 인사동 간 느낌이었다.,"20170203"
42,남이섬,"1.0",가족,"역사를 바로 잡아야 하는데.. 잘못된 역사를 바로 못잡으면 후손들이 나라를 팔아먹은 인간의 후손에게 돈을 바치면서

나라 땅을 관람하는 상황을 보게되는데 바로 여기가 그곳이다.

생각없는 리플과 후기들을 보면서 착잡하지만, 그래도 누군가 리뷰를 읽고 다시금 생각해볼 기회를 제공하고자 리뷰를 쓴다.","20170109"
43,남이섬,"5.0",가족,분위기 있어요~ 가족들이랑 같이 갔는데 좋았어요. 기차타고 둘러보는것도 좋고. 아이들이 뛰어놀며 좋아라 하드라고요~ㅎ,"20161221"
44,남이섬,"5.0",개인,너무나 아름다운 남의섬 남의섬의 밤과 새벽을 경험하지 않고 남이섬을 말하는 것은 50%도 보지 않고 말하는 것이다. 꼭 숙박을하고 경험해 보세요. 완전히 다른 남의섬의 진 면목을 보게될 것 입니다.,"20161118"
45,남이섬,"4.0",커플,"바람 쐬러 가는 곳 가족 단위나 연인 데이트 하기 좋은 곳이다. 섬 안에 나무들과 잔디밭, 타조, 박물관, 호텔, 음식점들, 물에 둘러쌓인 섬.. 바람쐬러 가면 좋은 곳이나 큰 기대를 하고 뭔가 있을거라고 생각하며 가면 실망할거다.","20161026"
46,남이섬,"5.0",커플,힐링하기 좋은곳 최근에 외국인관광객도 많이 와서 정신없긴 하지만 숲길걷기에도 좋고 공기도 좋고 산책하기 딱 좋아요~ 작은섬이라 음식점이 많진 않아요ㅎㅎ 도시락 먹기에 좋은 장소인것같네요~,"20161018"
47,남이섬,"3.0",가족,"춘천의 대표 관광지 남이섬 남이섬 다들 한번쯤은 가봤던 곳
그러나 두번가기에는 볼것이 부족한 곳
인기만큼 ㅜㅜ
그러나 한국을 대표하는 관광지....","20160904"
48,남이섬,"4.0",가족,"여전히 아름다움 추억의 남이섬 언제나와 마찬가지로 남이섬은 마음을 설레게 한다.
오랜만에 갔어요 약간 분위기가 달라지긴 했지만
추억 속으로의 여행이었다.
자전거 타고 섬을 돌고 나니 더욱 좋았다.","20160828"
49,남이섬,"4.0",커플,하루를 꼬박 보내기 좋은 곳. 걷기좋은 곳 특별한 액티비티나 아주 맛있는 식당이 있는것은 아니지만 섬 분위기도 좋고 주변 닭갈비집도 맛있어서 하루 종일 놀기 좋습니다.,"20160822"
50,남이섬,"5.0",가족,"""추억이 생기는 남이섬"" 배를타는 순간 추억을 만드는 세계로 여행하게된다. 자전거를 빌려 남이섬을 돌아보면 너무 시원하고 아름다워 영화속에 들어온 느낌이든다. 특히 메타쉐콰이아길을 걸으면 너무 행복해진다. 주말을 피해서 평일에 여행하면 더욱 남이섬의 아름다움을 만끽할 수 있게 된다. 강추~!!!","20160816"
51,남이섬,"4.0",친구,"남이섬 우리나라에 있는 섬들중에 대중교통을 이용해서
가기에도 편하고 서울에서도 멀지 않아
너무 좋아요~
15년전부터 다녔었는데...
지금은 더 활성화가되어 예전 느낌을 찾을순 없지만 변화된 지금의 모습도 너무 좋아요
진짜 4계절 언제가도 좋은곳
남이섬은 진짜 아끼는 곳이예요","20160812"
52,남이섬,"5.0",커플,"생각보다 더 괜찮았어요 개인 소유라더니 관리가 진짜 잘 돼 있네요
정말 하나의 나라처럼 데이트하기도 좋고 아이들한테도 좋고
사람들도 친절하고 좋은 경험이었어요
중국인도 엄청 많고 외국인들도 좋아하는듯요
저는 겨울에 갔지만 겨울에도 나쁘지는 않아요
중간중간에 모닥불 피워놓은 것도 신선했어요
단 이 안에 식당은 다 비싸요ㅠㅠ","20160617"
53,남이섬,"4.0",커플,완전 강추 여자친구랑 데이트하기 정말 좋습니다. 아이디어가 일단 신선하고 나미나라공화국 갈려면 여권스탬프 도장찍고 배를 타고 들어가야 합니다. 가면 다양한 탈것들도 있고 경치가 정말 좋습니다. 동남아 관광객분들이 정말 많습니다. 완전 추천합니다.,"20160527"
54,남이섬,"4.0","",차없이 가기도 좋은곳 데이트장소로 추천하고 싶은곳 사진 찍을곳도 많고 드넓은 벌판에서 도시락 까먹기도 좋고 예쁨 기차타고가는 낭만도 있음,"20160526"
55,남이섬,"4.0",가족,"너무좋아요 오전에 가니까 사람도 붐비지 않고 너무 좋았습니다
예전보다 놀이거리가 많이 생겨서 애들 놀기도 좋앗고요 나무가 우거져 더운줄 몰랏어요 나올즈음에는 다만 외국인 단체관광객들이 너무 많이 들어오는거같더라구여 사람없는때 가보세요","20160523"
56,남이섬,"2.0","",남이섬 배타고 들어가서 휴식하는 곳임 예전이 더 좋았던 느낌 특색도 많이 없어지고 너무 상업적이고 가격대비 그냥 그렇다 먹거리도 볼거리도 앤티크 샵도 글코 그닥 특색은 없고 섬 들어갔다 나오는 재미,"20160523"
57,남이섬,"5.0","",꼭 한번은 가봐야할곳 따듯할때 가야되는데 너무 추울때 가는바람에 배를 타는동안 덜덜 떨엇다 그래도 겨울에서만 느낄수 있는 것들이 잇기때문에 좋다고 생각한다,"20160511"
58,남이섬,"4.0",커플,"남이섬은 좋으나 입구가.. 남이섬 자체는 커플들에게 최고의 데이트코스 중 하나라는것은 변함이 없습니다만...
입구에서 음식점들이 호객행위를 하거나 주차와 관련해서 좋지 않은 모습을 보이더라구요. 나미나라공화국 자체는 배타고 들어가야 되지만 10분도 안걸리니 배타고 산책하는 느낌?ㅋㅋ","20160502"
59,남이섬,"5.0","",말이 필요없는 명소 가족이든 커플이든 당일치기 여행지로 최적의 장소 남이섬. 배를 타고 들어가며 섬 내부를.찬찬히 돌아다니면서 사진 찍으면 좋지요. 특히 가로수길은 겨울연가에 나왔던 유명장소구요. 사진 찍으면 정말 예쁘게 나와요. 안에 먹거리등도 있고 아이들이 탈만한 작은 기차도 있답니다.,"20160501"
60,남이섬,"4.0",커플,"커플들이 많은 남이섬~ 가평에서도 배를타고( 아주잠시지만)
ㅎㅎ 산책하기 넘 좋은것같아요~~
삼림욕하기도 좋고
커플끼리 사진찍기도 좋구 추억만들러가기 좋아요
펜션들도 있답니다~","20160415"
61,남이섬,"5.0",가족,학교에서 여행갔는데 다들 커플이라 아쉬웠지만 친구들끼리도 가서 즐기기는 좋았어요 배타고 들어갈 때도 재밌었고 배도 크고 해서 좋았고 남이섬도 워낙 커서 좋았습니다,"20160411"
62,남이섬,"5.0",가족,"가족과 함께 즐거운 나들이를 즐기기 위한 장소. 남이섬은 서울 근교 나들이를 위한 최고의 장소이다.
30년 전에도 그랬고 20년 전, 10년 전, 바로 지난 주도 그랬다.
남이나라라고 불리듯이 여객선을 타고 도착하면 마치 여유를 즐기기 위해 진짜 다른 나라를 방문한 듯한 착각에 빠지는 듯 하다.
겨울연가라는 드라마를 통해 외국 관광객에게 많이 알려졌지만, 잘 만들어진 메타쉐콰이어길이나 꼬마기차, 자전거를 타며 한가롭게 섬을 한바퀴 돌면서 산책을 하다보면 내 자신이 영화나 드라마 속에 있는 듯한 착각에 빠지게 한다.
봄에 느낄 수 있는 따뜻한 햇살을 맞으며 푸른 잔디밭에 돗자리를 펴고 연인 또는 가족들과 도시락을 먹어 보는 것도 좋은 경험이 될 것이다.
남이섬에서 운영하는 식당도 여느 관광지와 다르게 맛있는 음식을 제공하며, 아이들이 직접 공예를 체험해 볼 수 있는 프로그램도 다양하여 지루할 틈이 없다.
","20160405"
63,남이섬,"4.0","",남이섬의 추억에 담기다 드라마에도 많이 소개된 장소이고 봄 가을이면 사람들이 찾는곳입니다. 배를 타고 들어가서 입장가능하고 다양한 볼거리를 제공합니다.,"20160404"
64,남이섬,"4.0",친구,"나미나라공화국 힐링할겸 서울근교로 가기좋은장소
입장료가 만원이라 후덜덜하지만 나름 유람선도 타고 경치도 구경할수있는곳
숙소까지 이용하면 더 좋을것같은장소
바람쐬러가기에 안성맞춤
예전엔 일본관광객이많더니 요번엔 동남아쪽 관광객이많았음
그러나 뭘 이용하던 가격이 좀 있다는건 단점 ㅠㅠ","20160323"
65,남이섬,"4.0",친구,"비오는날 남이섬 비오는데도 생각보다 많은 사람들..
남이섬 선착장에서 5분이면 나미나라공화국 도착, 입장료는 1만원이에요~
운동보다는 멋진 사람과 운치있는 데이트~ 좋아요~","20160305"
66,남이섬,"3.0",비지니스,행사 가을기분을 즐길수있다.가족단위 와 연인 혼자서 도 와도 분워기에 어울릴수 있다.코너별로 이벤트 를 직접 참여할수있고.계절별로 이벤트성 행사가 자주 열리고.직접참여도 할수있당,"20160227"
67,남이섬,"4.0",가족,"서울근교 남이섬,산책하기좋은 서울에서 itx나 경충선을 이용하여 가봤음, 예전에 차로만 다니다가 기차를 이용하니 한시간도 채 걸리지 않는다. 가평역에서 버스 또는 택시(기본요금보다약간 더나옴) 를 이용하여
남이섬 선창장에서 입장권(1만원)을 구매 배에오르면 5분만에 도착한다.
남이섬 안에는 산책길과 식사 음료 그리고 체험 을할수있는 곳도있고 박물관도있어 한적하게 걸어다니며 사진찍고 관람하기 좋다.","20160224"
68,남이섬,"3.0",가족,"한번쯤은 가볼만한 곳 하지만 한번 이상은.. 글쎄?
유람선도 타고 입장료도 내고 하면... 그다지. 별로.
프로방스가 유명하고, 청설모와 자전거 체험도 괜찮다지만
얻는 기쁨에 비해 비용이 큰 듯하다.
데이트 명소로 유명하고, 주변 경관이 아름다우니 굳이 유람선을
타지 않고서 드라이브 코스만 돌아도 충분히 괜찮은 곳.","20160219"
69,남이섬,"4.0",커플,"가평 남이섬 드라이브겸 남편과함께 찾은 가평 남이섬
남이섬에 들어가기전에 표를끈고 배를타고 들어가는데요~
배값이 너무비싼거 같아요~하지만 한번쯤 기분전환하러가기엔 좋은거같아요^^남이섬에 들어가서 산책로도 거닐고 간식거리도 사먹으며 즐거운 추억을 쌓았어요^^♡","20160209"
70,남이섬,"4.0",커플,"겨울연가 겨울연가 촬영지로 유명한 남이섬
겨울에 갔는데 눈도 많이 쌓이고 진짜좋음
연인끼리 갔다가 가까운 방잡고 고기꾸워먹으면 최고임ㅋㅋ","20160207"
71,남이섬,"5.0",커플,"계절마다 풍경이 달라져, 언제 가도 좋습니다. 섬 곳곳에서 다른 풍경과 재미를 느낄 수 있는 보석 같은 곳입니다.
계절마다 다양한 얼굴을 보여줘, 언제 가도 좋습니다.
다른 계절에 다시 오길 기약하게 합니다.
가족여행으로도, 데이트코스로도 좋아요.
참, 타조한테 쪼일 수 있으니 조심하세요!","20160203"
72,남이섬,"5.0","","사랑하는 연인들이 가을 나들이 가고 싶을 때 남이섬을 똑똑~ 저는 지난 10월 학생들 인솔차 몇 년만에 남이섬을 다시 방문했습니다. 오랜만에 들른 남이섬~ 역시 좋더라구요~ 배를 타고 남이섬 안에 들어가 아이들과 함께 저도 햇살 좋은 가을 날을 잠시 누렸습니다. 꼬마 기차 지나가는 것도 정겹고 키 큰 타조 노는 모습, 배용준 사진도 반갑더라구요. 키 큰 나무들 사이로 여유롭게 산책하고 의자에 앉아 가을 햇살 맘껏 받으며 한나절 보내는데 오랜만에 정말 힐링이 되어 너무 기분 좋더라구요.
출출해서 점심도 먹고 차도 마시고~ 점심은 남이섬 안에 식당이 많이 있어 입맛대로 골라드시면 될 듯해요.
아이들도 하늘 자전거도 타고 잔디밭에서 게임도 하며 즐거워했구요.
남이섬은 이런 단체 여행이나 가족 여행으로도 아주 좋은 곳이고, 연인들끼리 가을을 맘껏 누리기에 딱 좋은 곳인 것 같아요. 이번 가을 노란 은행 나무 가득한 남이섬 여행 한번 계획해 보세요~
","20160201"
73,남이섬,"3.0","",처음 가본 남이섬 1월의 남이섬은 매우 추웠습니다만 그렇다고 못걸어 다닐정도는 아니었어요. 가족이랑 갔는데 메타세콰이어 길도 멋졌고 강이 얼어서 나는 소리도 신기했네요. 근데 그거왜에는 그냥 그래서.. 입장료도 비쌌구요 인당 만원이었나..,"20160130"
74,남이섬,"5.0",친구,"남이섬 나미나라 공화국이라고도 하는 이곳은 연인들의 나라입니다.
커플이 아니면 꼭 친구들 많이 오시길 추천합니다.,","20160128"
75,남이섬,"4.0",커플,"겨울연가로 유명한 남이섬 겨울연가로 유명한 남이섬은 산책로도 좋고 작은 세계에 들어와 있는 것과 같은 느낌이 너무 좋습니다. 데이트로 가는 것도 좋고, 드라이브가는 것도 좋습니다.","20151231"
76,남이섬,"4.0",커플,사람만 붐비지 않으면 분위기 좋고 너무 기대만 안하면 매우 좋은 데이트 장소입니다. 날씨가 안좋아서 안개가 너무 심해 제대로 즐기지 못한것이 아쉬웠습니다. 셀카봉은 필수입니다^^,"20151231"
77,남이섬,"4.0",친구,"잘해놓은 여행지 잘 해놨고 돈 아깝지 않았네요
밤에 더 이쁘고 사람 많은것만 빼면 괜찮습니다

참고로 겨울에 갔는데도 사람 많네요

중간에 군것질 꺼리도 팔고 오전에 가시면 공연도 볼수 있을듯 하고, 여름엔 수영장도 여는듯 하네요

중간중간 장작불 피워놓는것 너무 좋네요
","20151230"
78,남이섬,"5.0",커플,"춘천의 대표적인 데이트코스 서울에서 2시간 남짓한 거리면 갈 수 있는 춘천 남이섬.
지금 가면 조금 춥겠지만 데이트 하기 좋아요~ 메타세쿼이어길도 이쁘고
봄가을에는 행사가 많아서 그냥 준비없이 가더라도 볼거리가 많습니다.
남이섬 안에 박물관도 있어 유아동반 가족단위 당일 여행으로 좋을 것 같아요.
안에 음식점도 있으니 식사 걱정은 안해도 될것 같네요~","20151230"
79,남이섬,"4.0",개인,"데이트하기 좋습니다 데이트하기 좋습니다.

날이 좀 춥긴 하니 따뜻하게 입고 가신다면 남녀노소 누구나 좋아할 분위기 있는 데이터 장소로 적절합니다.","20151205"
80,남이섬,"4.0","","추억을 만드는곳 가을산책로를 걷는 낙엽거리를 걷고싶을때, 동화속의 주인공이 되고싶은 여유가 필요할때, 배를 타고 남이섬으로 가보면 어떨지..공연과 전시물이 가득한곳.","20151127"
